Circuit: * D:\ECE_Projects\Music_Visualizer\Misc\LM324_With_Voltage_Regulator_Example.asc

Direct Newton iteration for .op point succeeded.
Heightened Def Con from 0.00376747 to 0.00376747
Heightened Def Con from 0.00377233 to 0.00377233
Heightened Def Con from 0.00377258 to 0.00377258
Heightened Def Con from 0.00377759 to 0.00377759
Heightened Def Con from 0.00378757 to 0.00378758
Heightened Def Con from 0.00378777 to 0.00378778
Heightened Def Con from 0.00379258 to 0.00379258
Heightened Def Con from 0.00379258 to 0.00379258
Heightened Def Con from 0.00379259 to 0.00379259
Heightened Def Con from 0.00379259 to 0.0037926
Heightened Def Con from 0.0037926 to 0.0037926
Heightened Def Con from 0.00379284 to 0.00379284
Heightened Def Con from 0.00379288 to 0.00379288
Heightened Def Con from 0.00379794 to 0.00379794
Heightened Def Con from 0.00379795 to 0.00379795
Heightened Def Con from 0.00379795 to 0.00379795
Heightened Def Con from 0.00380817 to 0.00380817
Heightened Def Con from 0.00380817 to 0.00380818
Heightened Def Con from 0.00380818 to 0.00380818
Heightened Def Con from 0.00380818 to 0.00380818
Heightened Def Con from 0.00381335 to 0.00381335
Heightened Def Con from 0.0038182 to 0.0038182
Heightened Def Con from 0.0038183 to 0.00381831
Heightened Def Con from 0.00382343 to 0.00382343
Heightened Def Con from 0.00382344 to 0.00382344
Heightened Def Con from 0.00382344 to 0.00382345
Heightened Def Con from 0.00382346 to 0.00382346
Heightened Def Con from 0.00382856 to 0.00382856
Heightened Def Con from 0.00382856 to 0.00382856
Heightened Def Con from 0.0038337 to 0.0038337
Heightened Def Con from 0.00383372 to 0.00383372
Heightened Def Con from 0.00383376 to 0.00383376
Heightened Def Con from 0.00383376 to 0.00383376
Heightened Def Con from 0.0038388 to 0.0038388
Heightened Def Con from 0.0038388 to 0.0038388
Heightened Def Con from 0.0038388 to 0.0038388
Heightened Def Con from 0.00383883 to 0.00383883
Heightened Def Con from 0.00383883 to 0.00383884
Heightened Def Con from 0.00383884 to 0.00383884
Heightened Def Con from 0.00383885 to 0.00383885
Heightened Def Con from 0.00383885 to 0.00383885
Heightened Def Con from 0.00383885 to 0.00383886
Heightened Def Con from 0.00383886 to 0.00383886
Heightened Def Con from 0.00384399 to 0.00384399
Heightened Def Con from 0.00384399 to 0.00384399
Heightened Def Con from 0.00385419 to 0.0038542
Heightened Def Con from 0.00386416 to 0.00386416
Heightened Def Con from 0.00386425 to 0.00386425
Heightened Def Con from 0.00386425 to 0.00386425
Heightened Def Con from 0.00386425 to 0.00386425
Heightened Def Con from 0.00386432 to 0.00386432
Heightened Def Con from 0.0038696 to 0.0038696
Heightened Def Con from 0.00386961 to 0.00386961
Heightened Def Con from 0.0038742 to 0.0038742
Heightened Def Con from 0.00387448 to 0.00387448
Heightened Def Con from 0.00387457 to 0.00387457
Heightened Def Con from 0.00387468 to 0.00387469
Heightened Def Con from 0.00387521 to 0.00387521
Heightened Def Con from 0.00387981 to 0.00387981
Heightened Def Con from 0.00387982 to 0.00387982
Heightened Def Con from 0.00387982 to 0.00387982
Heightened Def Con from 0.00387982 to 0.00387983
Heightened Def Con from 0.00387987 to 0.00387987
Heightened Def Con from 0.00388471 to 0.00388471
Heightened Def Con from 0.00388471 to 0.00388472
Heightened Def Con from 0.00388983 to 0.00388983
Heightened Def Con from 0.0038899 to 0.0038899
Heightened Def Con from 0.00389003 to 0.00389003
Heightened Def Con from 0.00389487 to 0.00389487
Heightened Def Con from 0.00389519 to 0.00389519
Heightened Def Con from 0.00389525 to 0.00389526
Heightened Def Con from 0.00390545 to 0.00390545
Heightened Def Con from 0.00391058 to 0.00391058
Heightened Def Con from 0.00391058 to 0.00391058
Heightened Def Con from 0.00391058 to 0.00391058
Heightened Def Con from 0.00391064 to 0.00391064
Heightened Def Con from 0.0039154 to 0.00391541
Heightened Def Con from 0.0039157 to 0.0039157
Heightened Def Con from 0.00392067 to 0.00392067
Heightened Def Con from 0.00392067 to 0.00392068
Heightened Def Con from 0.00392074 to 0.00392074
Heightened Def Con from 0.00392074 to 0.00392075
Heightened Def Con from 0.00392569 to 0.0039257
Heightened Def Con from 0.00392589 to 0.00392589
Heightened Def Con from 0.00393099 to 0.00393099
Heightened Def Con from 0.00393589 to 0.00393589
Heightened Def Con from 0.00393589 to 0.0039359
Heightened Def Con from 0.0039359 to 0.0039359
Heightened Def Con from 0.0039359 to 0.00393591
Heightened Def Con from 0.00393593 to 0.00393593
Heightened Def Con from 0.00393611 to 0.00393611
Heightened Def Con from 0.00393616 to 0.00393617
Heightened Def Con from 0.00393618 to 0.00393618
Heightened Def Con from 0.00394102 to 0.00394102
Heightened Def Con from 0.00394122 to 0.00394122
Heightened Def Con from 0.00394123 to 0.00394123
Heightened Def Con from 0.00394123 to 0.00394123
Heightened Def Con from 0.00394632 to 0.00394633
Heightened Def Con from 0.00394633 to 0.00394633
Heightened Def Con from 0.00394635 to 0.00394635
Heightened Def Con from 0.0039464 to 0.0039464
Heightened Def Con from 0.00395659 to 0.00395659
Heightened Def Con from 0.00396151 to 0.00396151
Heightened Def Con from 0.00396175 to 0.00396175
Heightened Def Con from 0.00396175 to 0.00396175
Heightened Def Con from 0.00396677 to 0.00396677
Heightened Def Con from 0.00396682 to 0.00396683
Heightened Def Con from 0.00396683 to 0.00396683
Heightened Def Con from 0.00396685 to 0.00396685
Heightened Def Con from 0.00396685 to 0.00396685
Heightened Def Con from 0.00396685 to 0.00396686
Heightened Def Con from 0.00397177 to 0.00397177
Heightened Def Con from 0.00397191 to 0.00397191
Heightened Def Con from 0.00397264 to 0.00397264
Heightened Def Con from 0.00397711 to 0.00397711
Heightened Def Con from 0.00398215 to 0.00398215
Heightened Def Con from 0.00398711 to 0.00398711
Heightened Def Con from 0.00398712 to 0.00398712
Heightened Def Con from 0.00399231 to 0.00399231
Heightened Def Con from 0.00399233 to 0.00399233
Heightened Def Con from 0.00399745 to 0.00399745
Heightened Def Con from 0.00400244 to 0.00400245
Heightened Def Con from 0.00400255 to 0.00400255
Heightened Def Con from 0.00400772 to 0.00400772
Heightened Def Con from 0.00401258 to 0.00401258
Heightened Def Con from 0.0040126 to 0.0040126
Heightened Def Con from 0.00401278 to 0.00401278
Heightened Def Con from 0.00401278 to 0.00401279
Heightened Def Con from 0.00401781 to 0.00401781
Heightened Def Con from 0.00401781 to 0.00401781
Heightened Def Con from 0.00401781 to 0.00401781
Heightened Def Con from 0.00401782 to 0.00401782
Heightened Def Con from 0.00401786 to 0.00401786
Heightened Def Con from 0.00402301 to 0.00402301
Heightened Def Con from 0.00402301 to 0.00402301
Heightened Def Con from 0.00402814 to 0.00402814
Heightened Def Con from 0.00402815 to 0.00402815
Heightened Def Con from 0.00403327 to 0.00403327
Heightened Def Con from 0.00404349 to 0.00404349
Heightened Def Con from 0.0040435 to 0.0040435
Heightened Def Con from 0.00404836 to 0.00404837
Heightened Def Con from 0.00404856 to 0.00404857
Heightened Def Con from 0.0040486 to 0.0040486
Heightened Def Con from 0.00405349 to 0.00405349
Heightened Def Con from 0.00405354 to 0.00405354
Heightened Def Con from 0.00405354 to 0.00405354
Heightened Def Con from 0.00405369 to 0.0040537
Heightened Def Con from 0.00405375 to 0.00405375
Heightened Def Con from 0.00405863 to 0.00405863
Heightened Def Con from 0.00405863 to 0.00405863
Heightened Def Con from 0.00405863 to 0.00405864
Heightened Def Con from 0.00405886 to 0.00405886
Heightened Def Con from 0.00405892 to 0.00405892
Heightened Def Con from 0.00407404 to 0.00407404
Heightened Def Con from 0.00407423 to 0.00407424
Heightened Def Con from 0.00407938 to 0.00407938
Heightened Def Con from 0.00408445 to 0.00408445
Heightened Def Con from 0.00408938 to 0.00408938
Heightened Def Con from 0.00408963 to 0.00408964
Heightened Def Con from 0.00408964 to 0.00408964
Heightened Def Con from 0.00408966 to 0.00408967
Heightened Def Con from 0.00409465 to 0.00409465
Heightened Def Con from 0.00409465 to 0.00409465
Heightened Def Con from 0.00409982 to 0.00409982
Heightened Def Con from 0.00410478 to 0.00410478
Heightened Def Con from 0.00410488 to 0.00410488
Heightened Def Con from 0.00410973 to 0.00410973
Heightened Def Con from 0.00410976 to 0.00410976
Heightened Def Con from 0.00410982 to 0.00410982
Heightened Def Con from 0.0041151 to 0.00411511
Heightened Def Con from 0.00411515 to 0.00411515
Heightened Def Con from 0.00411515 to 0.00411515
Heightened Def Con from 0.00411515 to 0.00411515
Heightened Def Con from 0.00412508 to 0.00412509
Heightened Def Con from 0.00412509 to 0.00412509
Heightened Def Con from 0.00412524 to 0.00412525
Heightened Def Con from 0.00412536 to 0.00412536
Heightened Def Con from 0.00413034 to 0.00413034
Heightened Def Con from 0.00413042 to 0.00413042
Heightened Def Con from 0.00413043 to 0.00413043
Heightened Def Con from 0.00413043 to 0.00413044
Heightened Def Con from 0.00414037 to 0.00414037
Heightened Def Con from 0.00414057 to 0.00414058
Heightened Def Con from 0.00414058 to 0.00414058
Heightened Def Con from 0.00414543 to 0.00414544
Heightened Def Con from 0.00414569 to 0.0041457
Heightened Def Con from 0.00414572 to 0.00414573
Heightened Def Con from 0.00415082 to 0.00415083
Heightened Def Con from 0.00417104 to 0.00417104
Heightened Def Con from 0.00417126 to 0.00417127
Heightened Def Con from 0.00417127 to 0.00417127
Heightened Def Con from 0.00417128 to 0.00417128
Heightened Def Con from 0.00417129 to 0.0041713
Heightened Def Con from 0.00417133 to 0.00417133
Heightened Def Con from 0.00417629 to 0.0041763
Heightened Def Con from 0.00417631 to 0.00417631
Heightened Def Con from 0.00418148 to 0.00418149
Heightened Def Con from 0.00418655 to 0.00418655
Heightened Def Con from 0.00418655 to 0.00418656
Heightened Def Con from 0.00418656 to 0.00418656
Heightened Def Con from 0.00419678 to 0.00419678
Heightened Def Con from 0.00420178 to 0.00420179
Heightened Def Con from 0.0042068 to 0.0042068
Heightened Def Con from 0.00420683 to 0.00420683
Heightened Def Con from 0.00421179 to 0.00421179
Heightened Def Con from 0.00421203 to 0.00421203
Heightened Def Con from 0.00421701 to 0.00421701
Heightened Def Con from 0.00421702 to 0.00421702
Heightened Def Con from 0.00421702 to 0.00421702
Heightened Def Con from 0.0042219 to 0.00422191
Heightened Def Con from 0.00422706 to 0.00422707
Heightened Def Con from 0.00422707 to 0.00422707
Heightened Def Con from 0.00422709 to 0.00422709
Heightened Def Con from 0.00422711 to 0.00422711
Heightened Def Con from 0.00422711 to 0.00422711
Heightened Def Con from 0.00422713 to 0.00422713
Heightened Def Con from 0.00422713 to 0.00422713
Heightened Def Con from 0.00423189 to 0.00423189
Heightened Def Con from 0.00423714 to 0.00423715
Heightened Def Con from 0.00423726 to 0.00423726
Heightened Def Con from 0.00423726 to 0.00423726
Heightened Def Con from 0.00423727 to 0.00423727
Heightened Def Con from 0.00423729 to 0.00423729
Heightened Def Con from 0.00423729 to 0.00423729
Heightened Def Con from 0.00423729 to 0.0042373
Heightened Def Con from 0.00424238 to 0.00424238
Heightened Def Con from 0.00424239 to 0.00424239
Heightened Def Con from 0.00424247 to 0.00424247
Heightened Def Con from 0.00424247 to 0.00424248
Heightened Def Con from 0.0042524 to 0.0042524
Heightened Def Con from 0.00425769 to 0.0042577
Heightened Def Con from 0.00426278 to 0.00426278
Heightened Def Con from 0.00426795 to 0.00426795
Heightened Def Con from 0.00426797 to 0.00426797
Heightened Def Con from 0.00427278 to 0.00427278
Heightened Def Con from 0.00427279 to 0.0042728
Heightened Def Con from 0.00427282 to 0.00427282
Heightened Def Con from 0.00427299 to 0.004273
Heightened Def Con from 0.00427818 to 0.00427818
Heightened Def Con from 0.00427818 to 0.00427819
Heightened Def Con from 0.0042833 to 0.0042833
Heightened Def Con from 0.00428836 to 0.00428836
Heightened Def Con from 0.00428836 to 0.00428837
Heightened Def Con from 0.00429349 to 0.00429349
Heightened Def Con from 0.0042935 to 0.0042935
Heightened Def Con from 0.00429354 to 0.00429354
Heightened Def Con from 0.00429855 to 0.00429855
Heightened Def Con from 0.00430365 to 0.00430365
Heightened Def Con from 0.00430365 to 0.00430365
Heightened Def Con from 0.00430368 to 0.00430368
Heightened Def Con from 0.00430368 to 0.00430368
Heightened Def Con from 0.0043037 to 0.0043037
Heightened Def Con from 0.00430372 to 0.00430372
Heightened Def Con from 0.00430876 to 0.00430877
Heightened Def Con from 0.00430878 to 0.00430878
Heightened Def Con from 0.0043088 to 0.0043088
Heightened Def Con from 0.0043088 to 0.0043088
Heightened Def Con from 0.00430882 to 0.00430882
Heightened Def Con from 0.0043137 to 0.0043137
Heightened Def Con from 0.0043137 to 0.00431371
Heightened Def Con from 0.00431385 to 0.00431385
Heightened Def Con from 0.00431392 to 0.00431392
Heightened Def Con from 0.00431392 to 0.00431392
Heightened Def Con from 0.00431393 to 0.00431393
Heightened Def Con from 0.00431395 to 0.00431395
Heightened Def Con from 0.00431398 to 0.00431398
Heightened Def Con from 0.00431903 to 0.00431904
Heightened Def Con from 0.00431906 to 0.00431907
Heightened Def Con from 0.00431907 to 0.00431907
Heightened Def Con from 0.00432417 to 0.00432417
Heightened Def Con from 0.00432922 to 0.00432922
Heightened Def Con from 0.00433445 to 0.00433445
Heightened Def Con from 0.00433446 to 0.00433447
Heightened Def Con from 0.00433951 to 0.00433951
Heightened Def Con from 0.00433951 to 0.00433951
Heightened Def Con from 0.00433955 to 0.00433955
Heightened Def Con from 0.00433956 to 0.00433956
Heightened Def Con from 0.00434445 to 0.00434445
Heightened Def Con from 0.00434445 to 0.00434445
Heightened Def Con from 0.00434451 to 0.00434451
Heightened Def Con from 0.00434469 to 0.0043447
Heightened Def Con from 0.00434974 to 0.00434975
Heightened Def Con from 0.00434975 to 0.00434975
Heightened Def Con from 0.00435467 to 0.00435467
Heightened Def Con from 0.00435487 to 0.00435487
Heightened Def Con from 0.0043599 to 0.0043599
Heightened Def Con from 0.00436491 to 0.00436491
Heightened Def Con from 0.00437011 to 0.00437011
Heightened Def Con from 0.00437502 to 0.00437502
Heightened Def Con from 0.00437503 to 0.00437503
Heightened Def Con from 0.0043751 to 0.00437511
Heightened Def Con from 0.00437511 to 0.00437511
Heightened Def Con from 0.00437524 to 0.00437525
Heightened Def Con from 0.00438038 to 0.00438038
Heightened Def Con from 0.00438555 to 0.00438555
Heightened Def Con from 0.00439574 to 0.00439574
Heightened Def Con from 0.00439575 to 0.00439575
Heightened Def Con from 0.00439575 to 0.00439575
Heightened Def Con from 0.00440074 to 0.00440075
Heightened Def Con from 0.00440077 to 0.00440077
Heightened Def Con from 0.00440077 to 0.00440077
Heightened Def Con from 0.00440077 to 0.00440077
Heightened Def Con from 0.00440081 to 0.00440081
Heightened Def Con from 0.00440081 to 0.00440081
Heightened Def Con from 0.00440081 to 0.00440081
Heightened Def Con from 0.00440081 to 0.00440081
Heightened Def Con from 0.00440566 to 0.00440566
Heightened Def Con from 0.00440567 to 0.00440567
Heightened Def Con from 0.00440569 to 0.00440569
Heightened Def Con from 0.0044059 to 0.00440591
Heightened Def Con from 0.00441099 to 0.00441099
Heightened Def Con from 0.004411 to 0.004411
Heightened Def Con from 0.004411 to 0.004411
Heightened Def Con from 0.00442086 to 0.00442086
Heightened Def Con from 0.00442112 to 0.00442113
Heightened Def Con from 0.00442114 to 0.00442115
Heightened Def Con from 0.00442115 to 0.00442115
Heightened Def Con from 0.00442627 to 0.00442627
Heightened Def Con from 0.00443137 to 0.00443137
Heightened Def Con from 0.00443137 to 0.00443138
Heightened Def Con from 0.00443138 to 0.00443138
Heightened Def Con from 0.00443635 to 0.00443635
Heightened Def Con from 0.00443642 to 0.00443642
Heightened Def Con from 0.00443643 to 0.00443643
Heightened Def Con from 0.00444152 to 0.00444152
Heightened Def Con from 0.00444153 to 0.00444153
Heightened Def Con from 0.00444661 to 0.00444662
Heightened Def Con from 0.00444666 to 0.00444666
Heightened Def Con from 0.00445226 to 0.00445226
Heightened Def Con from 0.00445685 to 0.00445685
Heightened Def Con from 0.00446171 to 0.00446171
Heightened Def Con from 0.00446171 to 0.00446171
Heightened Def Con from 0.00446195 to 0.00446195
Heightened Def Con from 0.00446681 to 0.00446681
Heightened Def Con from 0.00447726 to 0.00447726
Heightened Def Con from 0.00448219 to 0.0044822
Heightened Def Con from 0.00448727 to 0.00448727
Heightened Def Con from 0.00448735 to 0.00448735
Heightened Def Con from 0.00448746 to 0.00448747
Heightened Def Con from 0.0044926 to 0.0044926
Heightened Def Con from 0.00449759 to 0.00449759
Heightened Def Con from 0.00450271 to 0.00450271
Heightened Def Con from 0.00450767 to 0.00450768
Heightened Def Con from 0.00450786 to 0.00450786
Heightened Def Con from 0.00450787 to 0.00450788
Heightened Def Con from 0.0045079 to 0.0045079
Heightened Def Con from 0.0045079 to 0.0045079
Heightened Def Con from 0.00451297 to 0.00451297
Heightened Def Con from 0.00451297 to 0.00451297
Heightened Def Con from 0.00451297 to 0.00451298
Heightened Def Con from 0.00451733 to 0.00451733
Heightened Def Con from 0.00451803 to 0.00451803
Heightened Def Con from 0.00452821 to 0.00452822
Heightened Def Con from 0.00452823 to 0.00452823
Heightened Def Con from 0.00452827 to 0.00452828
Heightened Def Con from 0.00453841 to 0.00453842
Heightened Def Con from 0.00453849 to 0.0045385
Heightened Def Con from 0.00454357 to 0.00454357
Heightened Def Con from 0.00454357 to 0.00454358
Heightened Def Con from 0.00454358 to 0.00454358
Heightened Def Con from 0.00454359 to 0.00454359
Heightened Def Con from 0.00454841 to 0.00454841
Heightened Def Con from 0.00454851 to 0.00454852
Heightened Def Con from 0.00454865 to 0.00454865
Heightened Def Con from 0.00454865 to 0.00454865
Heightened Def Con from 0.00454865 to 0.00454865
Heightened Def Con from 0.00454867 to 0.00454867
Heightened Def Con from 0.00454893 to 0.00454894
Heightened Def Con from 0.00455371 to 0.00455372
Heightened Def Con from 0.00455372 to 0.00455372
Heightened Def Con from 0.00455372 to 0.00455373
Heightened Def Con from 0.00455871 to 0.00455872
Heightened Def Con from 0.00455884 to 0.00455884
Heightened Def Con from 0.00455887 to 0.00455887
Heightened Def Con from 0.00456397 to 0.00456397
Heightened Def Con from 0.00456398 to 0.00456398
Heightened Def Con from 0.00456889 to 0.00456889
Heightened Def Con from 0.0045691 to 0.0045691
Heightened Def Con from 0.00456917 to 0.00456917
Heightened Def Con from 0.00457412 to 0.00457412
Heightened Def Con from 0.00457423 to 0.00457423
Heightened Def Con from 0.00457423 to 0.00457424
Heightened Def Con from 0.00457424 to 0.00457424
Heightened Def Con from 0.00458413 to 0.00458413
Heightened Def Con from 0.00458413 to 0.00458413
Heightened Def Con from 0.00458435 to 0.00458435
Heightened Def Con from 0.00458924 to 0.00458924
Heightened Def Con from 0.00458943 to 0.00458943
Heightened Def Con from 0.00458948 to 0.00458948
Heightened Def Con from 0.00459456 to 0.00459457
Heightened Def Con from 0.00459457 to 0.00459457
Heightened Def Con from 0.00459459 to 0.00459459
Heightened Def Con from 0.00459975 to 0.00459976
Heightened Def Con from 0.00459976 to 0.00459976
Heightened Def Con from 0.00460472 to 0.00460472
Heightened Def Con from 0.00460982 to 0.00460982
Heightened Def Con from 0.00461882 to 0.00461882
Heightened Def Con from 0.00461978 to 0.00461979
Heightened Def Con from 0.00461999 to 0.00461999
Heightened Def Con from 0.00461999 to 0.00461999
Heightened Def Con from 0.00461999 to 0.00461999
Heightened Def Con from 0.00462005 to 0.00462005
Heightened Def Con from 0.00462006 to 0.00462006
Heightened Def Con from 0.00463022 to 0.00463022
Heightened Def Con from 0.00463022 to 0.00463022
Heightened Def Con from 0.00463022 to 0.00463022
Heightened Def Con from 0.00463028 to 0.00463028
Heightened Def Con from 0.00463092 to 0.00463092
Heightened Def Con from 0.00463534 to 0.00463534
Heightened Def Con from 0.00464045 to 0.00464045
Heightened Def Con from 0.00464046 to 0.00464046
Heightened Def Con from 0.00464049 to 0.00464049
Heightened Def Con from 0.00464049 to 0.00464049
Heightened Def Con from 0.00464558 to 0.00464558
Heightened Def Con from 0.00464558 to 0.00464559
Heightened Def Con from 0.00464561 to 0.00464561
Heightened Def Con from 0.00465584 to 0.00465585
Heightened Def Con from 0.00465585 to 0.00465585
Heightened Def Con from 0.00466102 to 0.00466103
Heightened Def Con from 0.00466574 to 0.00466574
Heightened Def Con from 0.00466575 to 0.00466575
Heightened Def Con from 0.00467106 to 0.00467106
Heightened Def Con from 0.00467112 to 0.00467112
Heightened Def Con from 0.00467113 to 0.00467113
Heightened Def Con from 0.00467601 to 0.00467601
Heightened Def Con from 0.00467626 to 0.00467627
Heightened Def Con from 0.00467627 to 0.00467627
Heightened Def Con from 0.00467627 to 0.00467627
Heightened Def Con from 0.00467627 to 0.00467628
Heightened Def Con from 0.00468127 to 0.00468127
Heightened Def Con from 0.00468141 to 0.00468141
Heightened Def Con from 0.00468146 to 0.00468146
Heightened Def Con from 0.00468633 to 0.00468633
Heightened Def Con from 0.00468653 to 0.00468653
Heightened Def Con from 0.00468653 to 0.00468654
Heightened Def Con from 0.00469166 to 0.00469167
Heightened Def Con from 0.00469171 to 0.00469171
Heightened Def Con from 0.00469171 to 0.00469171
Heightened Def Con from 0.00469644 to 0.00469644
Heightened Def Con from 0.00469662 to 0.00469662
Heightened Def Con from 0.00469666 to 0.00469666
Heightened Def Con from 0.00470156 to 0.00470157
Heightened Def Con from 0.00470179 to 0.00470179
Heightened Def Con from 0.00470179 to 0.00470179
Heightened Def Con from 0.00470671 to 0.00470671
Heightened Def Con from 0.00470671 to 0.00470671
Heightened Def Con from 0.00471211 to 0.00471211
Heightened Def Con from 0.00471211 to 0.00471212
Heightened Def Con from 0.00471714 to 0.00471714
Heightened Def Con from 0.00471715 to 0.00471716
Heightened Def Con from 0.00472225 to 0.00472225
Heightened Def Con from 0.00473222 to 0.00473222
Heightened Def Con from 0.00473222 to 0.00473222
Heightened Def Con from 0.00473244 to 0.00473244
Heightened Def Con from 0.00473251 to 0.00473251
Heightened Def Con from 0.0047372 to 0.0047372
Heightened Def Con from 0.00473721 to 0.00473722
Heightened Def Con from 0.0047373 to 0.0047373
Heightened Def Con from 0.00474238 to 0.00474238
Heightened Def Con from 0.00474265 to 0.00474265
Heightened Def Con from 0.00474772 to 0.00474772
Heightened Def Con from 0.00474773 to 0.00474773
Heightened Def Con from 0.00474773 to 0.00474774
Heightened Def Con from 0.00475263 to 0.00475263
Heightened Def Con from 0.00475264 to 0.00475264
Heightened Def Con from 0.00475281 to 0.00475281
Heightened Def Con from 0.00475288 to 0.00475288
Heightened Def Con from 0.00475777 to 0.00475777
Heightened Def Con from 0.00475798 to 0.00475798
Heightened Def Con from 0.00475798 to 0.00475798
Heightened Def Con from 0.0047631 to 0.0047631
Heightened Def Con from 0.00476311 to 0.00476311
Heightened Def Con from 0.00476319 to 0.00476319
Heightened Def Con from 0.00476799 to 0.00476799
Heightened Def Con from 0.00476806 to 0.00476806
Heightened Def Con from 0.0047681 to 0.0047681
Heightened Def Con from 0.0047681 to 0.0047681
Heightened Def Con from 0.0047681 to 0.0047681
Heightened Def Con from 0.0047681 to 0.00476811
Heightened Def Con from 0.00476813 to 0.00476813
Heightened Def Con from 0.00477311 to 0.00477311
Heightened Def Con from 0.00477318 to 0.00477318
Heightened Def Con from 0.00477826 to 0.00477827
Heightened Def Con from 0.00477827 to 0.00477827
Heightened Def Con from 0.00477827 to 0.00477827
Heightened Def Con from 0.00478828 to 0.00478828
Heightened Def Con from 0.00478851 to 0.00478851
Heightened Def Con from 0.00478851 to 0.00478851
Heightened Def Con from 0.00479345 to 0.00479346
Heightened Def Con from 0.00479346 to 0.00479346
Heightened Def Con from 0.00479871 to 0.00479871
Heightened Def Con from 0.00479877 to 0.00479878
Heightened Def Con from 0.00479878 to 0.00479879
Heightened Def Con from 0.0048139 to 0.0048139
Heightened Def Con from 0.0048139 to 0.0048139
Heightened Def Con from 0.00481413 to 0.00481413
Heightened Def Con from 0.00481418 to 0.00481419
Heightened Def Con from 0.00481925 to 0.00481926
Heightened Def Con from 0.00482433 to 0.00482433
Heightened Def Con from 0.00482436 to 0.00482436
Heightened Def Con from 0.00482439 to 0.00482439
Heightened Def Con from 0.00482927 to 0.00482927
Heightened Def Con from 0.00482927 to 0.00482927
Heightened Def Con from 0.00482942 to 0.00482943
Heightened Def Con from 0.00482943 to 0.00482943
Heightened Def Con from 0.00482944 to 0.00482944
Heightened Def Con from 0.00483433 to 0.00483433
Heightened Def Con from 0.00483433 to 0.00483434
Heightened Def Con from 0.00483453 to 0.00483453
Heightened Def Con from 0.00483453 to 0.00483454
Heightened Def Con from 0.00483953 to 0.00483953
Heightened Def Con from 0.00483956 to 0.00483956
Heightened Def Con from 0.00483957 to 0.00483957
Heightened Def Con from 0.00483957 to 0.00483957
Heightened Def Con from 0.00483957 to 0.00483958
Heightened Def Con from 0.00484432 to 0.00484432
Heightened Def Con from 0.00484432 to 0.00484432
Heightened Def Con from 0.00485474 to 0.00485474
Heightened Def Con from 0.00485475 to 0.00485475
Heightened Def Con from 0.00485475 to 0.00485476
Heightened Def Con from 0.00485985 to 0.00485986
Heightened Def Con from 0.00485986 to 0.00485986
Heightened Def Con from 0.00485988 to 0.00485988
Heightened Def Con from 0.00485988 to 0.00485988
Heightened Def Con from 0.00486498 to 0.00486499
Heightened Def Con from 0.00486499 to 0.00486499
Heightened Def Con from 0.00486503 to 0.00486503
Heightened Def Con from 0.00486503 to 0.00486504
Heightened Def Con from 0.00487499 to 0.004875
Heightened Def Con from 0.004875 to 0.004875
Heightened Def Con from 0.004875 to 0.00487501
Heightened Def Con from 0.00487521 to 0.00487521
Heightened Def Con from 0.00488028 to 0.00488029
Heightened Def Con from 0.00488029 to 0.00488029
Heightened Def Con from 0.00488031 to 0.00488032
Heightened Def Con from 0.00488544 to 0.00488544
Heightened Def Con from 0.00488549 to 0.0048855
Heightened Def Con from 0.00489546 to 0.00489546
Heightened Def Con from 0.00489546 to 0.00489546
Heightened Def Con from 0.00489567 to 0.00489568
Heightened Def Con from 0.00490029 to 0.00490029
Heightened Def Con from 0.00490079 to 0.00490079
Heightened Def Con from 0.00490082 to 0.00490082
Heightened Def Con from 0.00490082 to 0.00490083
Heightened Def Con from 0.00491103 to 0.00491103
Heightened Def Con from 0.00491106 to 0.00491106
Heightened Def Con from 0.00491106 to 0.00491106
Heightened Def Con from 0.00491106 to 0.00491107
Heightened Def Con from 0.00492645 to 0.00492645
Heightened Def Con from 0.00493158 to 0.00493158
Heightened Def Con from 0.00494149 to 0.00494149
Heightened Def Con from 0.00494149 to 0.00494149
Heightened Def Con from 0.0049415 to 0.0049415
Heightened Def Con from 0.00494155 to 0.00494156
Heightened Def Con from 0.00494687 to 0.00494687
Heightened Def Con from 0.00494689 to 0.00494689
Heightened Def Con from 0.00494689 to 0.0049469
Heightened Def Con from 0.00494695 to 0.00494695
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.004952
Heightened Def Con from 0.004952 to 0.00495201
Heightened Def Con from 0.00495201 to 0.00495201
Heightened Def Con from 0.00496226 to 0.00496226
Heightened Def Con from 0.00496226 to 0.00496226
Heightened Def Con from 0.00496229 to 0.00496229
Heightened Def Con from 0.0049623 to 0.0049623
Heightened Def Con from 0.0049623 to 0.0049623
Heightened Def Con from 0.0049623 to 0.0049623
Heightened Def Con from 0.00496718 to 0.00496718
Heightened Def Con from 0.00496718 to 0.00496718
Heightened Def Con from 0.00496718 to 0.00496718
Heightened Def Con from 0.00496741 to 0.00496741
Heightened Def Con from 0.00496741 to 0.00496741
Heightened Def Con from 0.00497231 to 0.00497232
Heightened Def Con from 0.00497254 to 0.00497254
Heightened Def Con from 0.00497254 to 0.00497254
Heightened Def Con from 0.00497256 to 0.00497257
